English	Yoruba
We use 12 beehives and 12 dummy hives to protect one acre of farmland.	A n lo ile méfa ati ile méfa lara awon ile oko lati daabo bo oko oko.
It really was quite a challenge to me at that young age.	O da mi loju gan-an nigba ti mo wa lómode yen.
If one is spoken to one should listen; if one is advised one should accept the advice; refusal to listen to speech and refusal to accept advice leads to using the calabash of deprivation as a drinking cup.	Bi a ba sòrò a gbó; bi a ba gba a gbó; bi a ba gba a gbó a gbó; bi a ko gbó òrò ati bi a ko gba a gbó, a n lo akata gégé bi adie.
Level Two bleaching would be an indication of widespread coral bleaching and coral mortality.	Òkan-o-jòkan ni a maa fi han pe awon eeyan n pa òkan-o-jòkan, awon eeyan n pa òkan-o-jòkan.
""" Now, these are, of course, arguments that we hear every day."	""" Ni bayii, awon òrò wònyi jé òrò ti a n gbó lójoojumó."
Verify Emails with Senders	Sayèwo imeeli pèlu Awon Elérii Jehofa
Before his arrival at the camp, the six-month-old was snared in a wire trap.	Ki omo odun méfa to wa ni agó iséninisèé naa to wa nibè, wón gbe eegun kan silè.
So this hut, in the middle of nowhere, on a beautiful location, was self-sufficient.	Nitori naa, ile yii, laaarin ibi ti wón ti n gbe, laaarin ibi to dara, o si ni èmi ara won.
Let me pause here for a second and take you back to when this all began for me in 2010, when I was just a sophomore in college.	E jé ki n sòrò yii fun igba diè, ki n sòrò yii pada si igba ti eyi bèrè fun mi ni odun 2010, nigba ti mo jé òkan-o-jòkan ninu ile-èkó.
Labake was happy.	Inu Labake dun gan-an.
You could even use the lime to add it directly to seawater to counteract ocean acidification, one of the other issues that is caused by CO2 in the atmosphere.	O le fi ewe naa si omi oju omi ki o ma baa jé ki òkan lara awon nnkan mii ti èjè CO2 n fa ni agbara.
There is no cheating in photography; it is just as you sit that you will find your image.	Ko si aseyori ninu aworan; bi o ba sòrò ni o maa ri aworan re.
And when you are ready, come back home.	Bi o ba ti pari, pa da sile.
"Perhaps she had a genuine concern in that they looked ""scary"" and that they would intimidate the clients and their customer base."	Bi o tilè jé pe o nifèé tootó ninu pe wón n wo ohun ti wón n wo, wón n wo ohun ti wón n wo, wón si ni wón maa ba awon ololufé ati awon ololufé won jé.
When his health sector fails -- and if history is any guide, it will -- how do you think that's going to influence the decision making of the five million people in his region as they think about whether they should flee that type of vulnerable living situation?	Nigba ti èka ófiisi rè ko ba -- ti itan o ba jé òna, o maa -- bawo ni o lero wi pe eyi maa mu ki ipinnu awon eeyan marun-un to wa ni agbegbe rè bi wón se ronu nipa boya wón o ye ki wón kuro
"The girls have promised to do their best to represent the country very well at the 2019 Women's World Cup."""	Awon omodebinrin naa ti seleri lati se gbogbo ohun ti wón le se lati soju orilè-ede naa daadaa ninu idije bóòlu agbaaye ti o waye lódun 2019.
By sovereign wealth funds, fund managers, pension funds, banks, insurers and reinsurers.	Nipasè owo orilè-ede, awon oludasilè, owo iranwó, owo iranwó, awon ile-isé, awon onimò-isé ati awon onimò-atinuda.
Read more: Security forces in Guinea now have the right to use deadly force	Ka si i: Awon agbofinro ni orilè-ede Guinea ni ètó lati lo ogun alaafia.
I'll try to ask them, make them blunt.	Mo maa gbiyanju lati beere fun won, ki wón da won loju.
"""Restrict travelers coming in especially from countries"" affected by this virus, insists journalist Bayo Olupohunda:"	"Òrò oniroyin Bayo Olupohunda so pe: ""Gbogbo awon to n rinrin to n lo lati awon orilè-ede"" ti arun yii kan, o ni ki wón sisé ologun."
#NAME?	#name?
President Muhammadu Buhari says a top priority of his administration is to ensure that the efforts of hardworking Nigerian farmers are respected.	Aare orilè ede Naijiria Muhammadu Buhari so pe òkan lara ohun to n se pataki ninu isakoso rè ni lati ri i daju pe isé awon òdó orilè ede Naijiria n sisé lorilè ede Naijiria.
So, for example, when Immigrants Act allies answer these questions the nativists are posing, they take them seriously.	Fun apeere, bi awon asikiri se n dahun awon ibeere wònyi ti awon asikiri n beere, wón n gba wón lówó gan-an.
Master said they were going to Lagos, master told her to take care of the house well.	Òga ni wón n lo si Eko, òga so fun un pe ki o boju to ile naa.
The second factor could be a one-off secret code or a number generated by a program running on a mobile device.	Òkan-o-jòkan le jé òkan-o-jòkan akosilè tabi òkan-o-jòkan ti isé-airidimu kan ti o n sisé lori èro-alatagba.
But this is not just about them.	Sugbón ki i se nipa won niyen.
Nigeria is part of the Nations May want to visit in Africa.	Orilè-ede Naijiria wa lara awon orilè-ede ti o le fé wa sibè nilè Adulawò.
5. Nigeria continues to adapt to these new global realities on a daily basis. Today, I will present the facts as they are and explain our plans for the coming months fully aware that some key variables and assumptions may change in the coming days or weeks.	Lojoojumó ni Naijiria maa n se atunse si awon nnkan tuntun yii lóna ojoojumó. Ni bayii, mo maa so awon òrò yii bi wón se wa, mo si maa salaye isé wa fun awon osu to n bò.
So there is a strong belief that in places of poverty the death toll was far higher.	Nitori naa, igbagbó wa lagbara pe lawon ibi ti osisé ti n pa awon eeyan pò ju lo.
"Labake did not say 'yes', she did not say ""no"" either. She was confused."	"Labake o so 'yé', o o so ""Rara"" béè."
Part of those that will go with the President to Saudi Arabia are his special assistance, the President will land in Saudi Arabia on Thursday 16th of May.	Òkan lara awon nnkan ti a maa se pèlu Aare orilè-ede Saudi Arabia ni iranlówó rè, aare orilè-ede Saudi Arabia maa lo si Saudi Arabia ni Thursday 16 osu May.
But a lot of money has been thrown out at the local level and at the federal level to look at infectious diseases.	Sugbón òpòlopò owo ni wón ti fi silè ni agbegbe naa ati ni agbegbe naa lati wo arun arun.
On March 15, the woman died after the NCDC had reported that she tested negative to COVID-19.	Ni March 15, obinrin naa ku léyin ti ile-isé NCDC royin pe oun o fara da arun COVID-19.
The News established it that, Joshua is waiting for an assurance of the competition between himself and Miller at the Madison Square June this year.	Iroyin fi han pe, Joshua n reti ifesèwonsè olórèéjòré ti yoo waye laarin ara rè ati Miller ni papa isere Madison Square lódun yii.
The 2019 elections were no exception.	Ipinnu idibo odun 2019 kòòkan si i.
It was also established that no one was injured in the attack.	Wón tun so pe ko si enikan to fara pa ninu isèlè naa.
It was during this time that I attended a seminar conducted by Dr Bonnie Bassler from Princeton University, where she talked about how bacteria cells communicate with each other, based on their population density, and perform a specific action.	Lasiko yii ni mo wa sibi akanse ipade kan ti Dokita Bonnie Bassler lati ile-èkó Princeton University se, nibi ti o sòrò nipa bi awon eeyan n sòrò nipa ara won, bi wón se n salaye nipa bi awon eeyan se n
We know Sean and millions like him all across the country deserve to have everything that this world has to offer, without inequality robbing them of that opportunity.	A mò pe Arakunrin Sean ati òpòlopò eeyan bii rè ni gbogbo orilè-ede yii ni anfaani lati ni gbogbo ohun ti agbaye nilo lati fun won laisi ibasepò.
Our democracy is broken, our laws don't work anymore, and it's not me saying this, it's our parliament published a report saying this.	Ijoba wa ti ba ijoba wa jé, awon ofin wa o sisé mó, ko si mi n so eyi, ile igbimò asofin wa ti gbe iroyin yii jade.
He advised television, radio and other electronic media outlets to hook up to the network services of the Nigerian Television Authority (NTA) and Federal Radio Corporation of Nigeria (FRCN) for the broadcast.	O wa ro awon ileesé èro ayelujara, rédio ati awon ileesé mii ti o n sisé lori èro ayelujara lorilè ede Naijiria (NTA) ati Federal Radio Corporation of Nigeria (FRCN) lati se ifitonileti.
The National Centre for Disease Control (NCDC) has confirmed ten new cases in Nigeria bringing the total to 224.	Ajo to n ri si ibojuto arun arun ni orilè ede Naijiria ti kede pe awon ejó tuntun ti wón gbe jade ni orilè ede Naijiria, eyi ti mu ki iye awon ejó naa di ogórun-un mérin o le mérin o le mérin
This seems to indicate that very large numbers of people support him against the homophobia expressed by the government and conservative citizens.	Eyi jé ka ri i pe òpòlopò eeyan lo n tè le e lówó ninu iwa ibajé ti ijoba ati awon omo egbé oselu se.
I'm talking about an entire world of information hiding in a small, often invisible thing.	Mo n sòrò nipa gbogbo aye iwifun ti a n fi silè ninu ohun kekere, ti a o le ri i.
I trust my friend. Labake reflected and slowly she said,	Mo gbékè le òré mi. Labake sòrò, o ni,
The White House said Trump has chosen John Abizaid, who as a four-star Army general led the U.S. Central Command during the Iraq war, to be Washington's ambassador in Riyadh.	Ile igbimò asofin so pe, Trump ti yan John Abizaid, to jé agbabóòlu mérin ti o jé agbabóòlu mérin ti o jé agbabóòlu mérin ti o jé agbabóòlu ologun lorilè-ede Amérika nigba ogun lorilè-ede 
Before the President arrival at Hague, Nigeria Ambassador said though some are against the world court in charge of criminality yet President Buhari believed that the court work will put an end to criminality in the world.	Ki aare to wa niluu Hague, aare orilè ede Naijiria sòrò bo tiè jé pe awon kan kò lati ile ejó agbaye lori èsun iwa òdaran, amó aare Buhari nigbagbó pe isé ile ejó yoo pari si iwa òdaran
That 1990s meningitis trial debacle in Kano, Nigeria, sowed so much distrust that it later made it very difficult to promote critical polio testing. Anti-polio vaccine rumors flourished.	Ni odun 1990, iwadii nipa arun meningitis to waye ni ipinlè Kano, lorilè-ede Naijiria gbe èri okan rè silè, o si mu ko rorun gan-an lati se iwadii nipa arun naa. Awon èri ti wón n pe ni 
That was the end of a small business that would have fetched quick money.	Eyi ni ipari isé kekere kan ti o maa gba owo lori.
Now, deepfakes have the potential to cause grave individual and societal harm.	Ni bayii, awon òrò-òrò-òrò-òrò-òrò-òrò-òrò-òrò-òrò-òrò-òrò-òrò-òrò-òrò-òrò-òrò-òrò-òrò-òrò-òrò-òrò-òrò-òrò-òrò-
Well, no choice, no choice, she had to do it.	O daa, ko yan, ko yan, o ni lati se e.
She saw Alamu's dirty clothes piled up on the standing hanger, some of them scattered on the bed.	O ri i pe aso alamu ti wón n gbe lori apata, awon kan ninu won si n gbe lori ibè.
#NAME?	#name?
The Board said the examination was conducted to give equal opportunity to Nigerians in Diaspora and foreigners who are desirous of acquiring qualitative Tertiary education in Nigeria.	Ile igbimò asofin so pe iwadii yii maa fun awon omo orilè ede Naijiria ni anfaani lati gba èkó Tertiary ni orilè ede Naijiria.
Liberia's civil war had ended in 2003 -- that was 11 years before Ebola even struck.	Ni odun 2003, ogun ilè Liberia bèrè si i ja -- odun mókanla (11) séyin ti Ebola ti ja.
"""After each match, the ball which started the game is added to the growing collection at the exhibition,"""" a statement by Moritz Ansorge, the FIFA World Football Museum collections manager, indicated."	"Moritz Ansorge, to jé akónimòógba agba ikò agbabóòlu bóòlu afesègba lorilè-ede FIFA so pe, ""Léyin ifesèwonsè kòòkan, ifesèwonsè òhun ni a fi kun awon ohun ti o bèèrè ninu"
You and me...	E ati emi...
So let me explain.	Nitori naa jé ki n salaye.
"""I will also ask all of us to strictly obey all public health guidelines and instructions issued by the Federal and State health authorities, regarding personal hygiene and social distancing."""	"Mo tun beere fun gbogbo wa lati maa se gbogbo ohun ti awon alase orilè ede Naijiria ati awon alase ipinlè naa n se nipa ihuwasi ara ati ihuwasi ara."""
Security forces have tear gassed those who defy the ban, and arrested dozens of demonstrators.	Awon agbofinro ijoba ti mu awon ti wón fofin de ijoba naa, wón si mu òpòlopò awon asaaju-òna.
The matrimonial home had taken off in.	Ile ibasepò naa kò lati jade.
Is there no baseline standard below which we will not sink to make profit?	Se ko si ilana ti a o gbodò da silè ki a le ri owo?
